,song_id,car,chill,club,dance,gym,happy,morning,night,park,party,relax,running,sad,shower,sleep,summer,train,training,work,workout
34,226239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,226508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,226990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,228670,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
38,231820,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,235469,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
40,236672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,238244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,238287,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,238300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,240854,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,240855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,240866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,241034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,241035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,243446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,243513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,246522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,249485,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,249492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,254391,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,254954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,257205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,263296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,263297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,263298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,263299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,263303,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,263313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,263314,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,263316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,263317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,263325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,263326,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,263327,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69,263328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,263329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,263330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,263331,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,263332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,263333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,263334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,263335,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,263337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,263338,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,263339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,263340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,263341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,263342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,263344,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,263345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,263350,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,263351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,263360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,263361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,263416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,263417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,263418,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
92,263419,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,264453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,264598,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
95,265101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,265142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,265143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,265145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,265146,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,265147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,265148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,265149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,265150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,265151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,265152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,265153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,265154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,265155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,266779,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,266780,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,266784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,270153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,279064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,280556,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
115,281581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,283752,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,285159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,285835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
119,285932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,286183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,286428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,286429,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
123,286430,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
124,286431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,286432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,286434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,286552,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,286553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,286554,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
130,286556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,286559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,286560,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,286561,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,286562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,286565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,286567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,286568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,286576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,286577,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,286578,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
141,286579,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,286580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,291670,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,291907,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
145,291992,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,291993,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,292012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,292013,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
149,292018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,292061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,292063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,293192,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,294445,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,294448,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,294449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,294450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,294451,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,295137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,295139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,297859,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161,301623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,304832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,304833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,304844,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,308582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,309174,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
167,309175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,309179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,311274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170,311534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,311535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,311536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,311543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,311547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,312108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,312121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,312141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,312161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,312219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,313161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,313635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,313637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,313638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,313639,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,313640,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0
186,313644,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
187,314683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
188,315612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,315613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,315619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,315620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,334824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,364951,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
194,364953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195,364962,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
196,364966,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,365067,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
198,365070,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
199,365108,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,365137,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1
201,365155,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
202,365182,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,365227,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204,365228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,365234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,365265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,365268,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,365332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,365342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,365344,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
211,365347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
212,365418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
213,365456,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
214,512346,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
215,513734,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
216,516076,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
217,517854,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,517884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,521626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,523332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,525218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,525418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,525717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,525726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,525931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,525939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,529749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,530509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,530510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,530561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,530760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,531784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,531967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,532005,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
235,532006,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
236,532007,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
237,532008,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,532015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,532050,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
240,532070,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
241,532071,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
242,532072,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,532073,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
244,532074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,532075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,532076,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,532077,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,532078,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
249,532079,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,532092,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
251,532093,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252,532094,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,532096,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,532216,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
255,532258,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
256,532262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
257,532268,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
258,532290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
259,532293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260,532349,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0
261,532407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
262,532408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
263,532435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264,532439,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
265,532457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,532490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,532495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
268,532547,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,532571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270,532572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
271,532605,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
272,532673,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
273,532696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274,532704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275,532744,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
276,532768,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
277,532871,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
278,532873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279,532874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280,532881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,532882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,532883,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
283,532885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,532888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,532908,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
286,532909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,532915,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
288,532916,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
289,532922,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,532923,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
291,533016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,533137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,533149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,533151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
295,533734,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,533980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,533992,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
298,534003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
299,534076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,534077,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
301,534462,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
302,534466,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
303,534508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,534516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,534574,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306,534628,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
307,534674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
